Médico ID;Estratégia;Tática; Presc.EMS-1 ; Presc.EMS-2 ; Presc.EMS-3 ; Presc.EMS-O ; Potencial Prescritivo ; Potencia Concorrência ;Campanha;Qtde Brinde; Frequência de visita ;Visita Apresentação;Visita Acompanhamento;Visita Lançamento;Visita Prom;Material Promo;Amostras;Especial;Cidade;Região;Estado;Categoria ;Especialidade; Valor Consulta ;Convênios;Volume Pacientes;Perfil Localização;Perfil Pacientes;Idade
8346716;Referência;Foco MS-2; 9.620,00 ; 2.620,00 ; 1.920,00 ; 5.720,00 ; 22.400,00 ; 2.520,00 ;1;8; 0,67 ;4;2;2;8;5;20;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 331,00 ;0;60;Região D;Alta;55
8346867;Manutenção;Migração; 9.140,00 ; 4.240,00 ; 1.340,00 ; 14.040,00 ; 36.400,00 ; 7.640,00 ;9;14; 0,75 ;4;3;1;9;1;60;0;São Paulo;Periférica;SP;1;Cardiologista; 182,00 ;0;90;Região A;Indefinido;48
8347018;Referência;Foco MS-2; 3.720,00 ; 4.020,00 ; 720,00 ; 8.420,00 ; 29.200,00 ; 12.320,00 ;0;8; 0,50 ;1;3;1;6;2;120;2206,742063;Salvador;Periférica;BA;0;Cardiologista; 219,00 ;1;115;Região E;Média;36
8347169;Referência;Convencional; 3.500,00 ; 3.400,00 ; 1.000,00 ; 3.400,00 ; 21.400,00 ; 10.100,00 ;7;13; 0,92 ;3;4;3;11;5;100;4627,657296;Porto Alegre;Central;RS;0;Cardiologista; 424,00 ;7;480;Região B;Alta;46
8347320;Referência;Convencional; 3.200,00 ; 5.200,00 ; 600,00 ; 4.200,00 ; 15.300,00 ; 2.100,00 ;0;9; 0,83 ;2;5;2;10;5;80;0;Minas Gerais;Central;MG;1;Cardiologista; 272,00 ;7;445;Região D;Média Alta;47
8347471;Referência;Foco MS-1; 5.010,00 ; 2.810,00 ; 310,00 ; 3.510,00 ; 18.650,00 ; 7.010,00 ;7;14; 0,75 ;3;3;2;9;3;100;0;Minas Gerais;Periférica;MG;1;Cardiologista; 265,00 ;6;390;Região B;Média;50
8347622;Referência;Migração; 3.340,00 ; 4.440,00 ; 1.140,00 ; 4.340,00 ; 18.900,00 ; 5.640,00 ;3;2; 0,83 ;2;5;2;10;1;100;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 241,00 ;7;440;Região C;Indefinido;49
8347773;Referência;Migração; 4.140,00 ; 4.440,00 ; 2.040,00 ; 4.640,00 ; 20.900,00 ; 5.640,00 ;2;4; 0,50 ;1;3;2;6;1;20;0;Santos;Central;SP;1;Cardiologista; 167,00 ;0;80;Região D;Indefinido;52
8347924;Conversão;Convencional; 7.400,00 ; 4.000,00 ; 1.500,00 ; 10.800,00 ; 41.600,00 ; 17.900,00 ;8;5; 1,00 ;4;4;3;12;3;20;0;Minas Gerais;Central;MG;1;Cardiologista; 407,00 ;6;425;Região D;Alta;39
8348075;Referência;Foco MS-3; 7.330,00 ; 5.030,00 ; 1.130,00 ; 6.230,00 ; 35.150,00 ; 15.430,00 ;10;2; 0,67 ;3;4;1;8;1;40;0;São Paulo;Periférica;SP;1;Cardiologista; 172,00 ;0;90;Região A;Média Baixa;45
8348226;Referência;Foco MS-2; 7.720,00 ; 1.020,00 ; 2.020,00 ; 3.520,00 ; 28.500,00 ; 14.220,00 ;1;7; 0,75 ;4;2;3;9;5;60;0;São Paulo;Periférica;SP;0;Cardiologista; 279,00 ;5;395;Região A;Média Alta;43
8348377;Conversão;Foco MS-3; 2.530,00 ; 1.830,00 ; 1.830,00 ; 1.130,00 ; 10.650,00 ; 3.330,00 ;4;14; 0,42 ;1;2;2;5;5;100;0;Salvador;Central;BA;1;Cardiologista; 313,00 ;3;275;Região C;Média Alta;53
8348528;Conversão;Foco MS-2; 4.420,00 ; 120,00 ; 1.220,00 ; 5.020,00 ; 28.500,00 ; 17.720,00 ;5;9; 0,42 ;2;1;2;5;4;120;0;Santos;Periférica;SP;1;Cardiologista; 242,00 ;3;285;Região E;Média Alta;52
8348679;Referência;Foco MS-3; 8.230,00 ; 3.430,00 ; 1.630,00 ; 13.030,00 ; 27.550,00 ; 1.230,00 ;10;2; 0,58 ;3;3;1;7;0;40;0;Santos;Periférica;SP;0;Cardiologista; 169,00 ;0;55;Região E;Média;45
8348830;Conversão;Convencional; 3.300,00 ; 3.200,00 ; 1.600,00 ; 6.400,00 ; 21.300,00 ; 6.800,00 ;5;12; 0,67 ;2;3;2;8;2;100;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 173,00 ;4;270;Região B;Indefinido;39
8348981;Conversão;Foco MS-2; 2.020,00 ; 3.320,00 ; 420,00 ; 1.420,00 ; 22.100,00 ; 14.920,00 ;3;5; 0,42 ;1;2;1;5;3;80;0;Porto Alegre;Periférica;RS;2;Cardiologista; 120,00 ;0;65;Região E;Indefinido;42
8349132;Conversão;Foco MS-3; 8.630,00 ; 3.630,00 ; 630,00 ; 14.530,00 ; 33.950,00 ; 6.530,00 ;10;9; 0,67 ;3;3;1;8;4;100;0;Santos;Periférica;SP;0;Cardiologista; 271,00 ;1;115;Região B;Média Alta;46
8349283;Referência;Foco MS-1; 1.710,00 ; 3.610,00 ; 610,00 ; 13.310,00 ; 29.250,00 ; 10.010,00 ;2;5; 0,42 ;1;3;1;5;4;120;0;Santos;Central;SP;0;Cardiologista; 359,00 ;1;155;Região E;Alta;48
8349434;Referência;Migração; 8.540,00 ; 4.440,00 ; 2.040,00 ; 4.540,00 ; 29.500,00 ; 9.940,00 ;7;7; 0,92 ;4;4;2;11;4;80;0;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 283,00 ;4;280;Região C;Média;43
8349585;Entrada;Foco MS-3; 6.630,00 ; 2.530,00 ; 1.230,00 ; 9.730,00 ; 31.250,00 ; 11.130,00 ;11;8; 0,67 ;3;2;2;8;2;80;0;Salvador;Central;BA;2;Cardiologista; 303,00 ;3;255;Região A;Média Alta;49
8349736;Conversão;Migração; 1.340,00 ; 1.540,00 ; 1.140,00 ; 10.040,00 ; 31.300,00 ; 17.240,00 ;10;4; 0,50 ;2;2;2;6;0;100;0;Minas Gerais;Central;MG;1;Cardiologista; 340,00 ;7;445;Região E;Média;51
8349887;Referência;Foco MS-2; 7.020,00 ; 2.020,00 ; 520,00 ; 13.720,00 ; 25.300,00 ; 2.020,00 ;9;8; 0,58 ;3;2;1;7;4;60;4627,785018;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 172,00 ;3;225;Região C;Média Baixa;44
8350038;Conversão;Convencional; 5.100,00 ; 100,00 ; 900,00 ; 6.400,00 ; 24.900,00 ; 12.400,00 ;10;9; 0,25 ;2;0;1;3;0;40;0;Minas Gerais;Central;MG;1;Cardiologista; 182,00 ;0;90;Região D;Média Baixa;53
8350189;Referência;Foco MS-1; 2.210,00 ; 2.710,00 ; 910,00 ; 9.910,00 ; 19.350,00 ; 3.610,00 ;8;4; 0,42 ;1;2;1;5;1;20;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 172,00 ;0;95;Região C;Média Alta;38
8350340;Manutenção;Convencional; 6.000,00 ; 4.300,00 ; 700,00 ; 700,00 ; 29.000,00 ; 17.300,00 ;10;3; 0,58 ;2;3;1;7;2;100;2209,358735;Rio de Janeiro;Central;RJ;0;Cardiologista; 306,00 ;1;95;Região D;Alta;46
8350491;Referência;Foco MS-1; 410,00 ; 3.210,00 ; 1.910,00 ; 8.810,00 ; 17.050,00 ; 2.710,00 ;7;12; 0,42 ;0;3;2;5;2;40;0;Santos;Periférica;SP;2;Cardiologista; 330,00 ;3;215;Região C;Alta;48
8350642;Manutenção;Foco MS-2; 820,00 ; 4.820,00 ; 120,00 ; 9.620,00 ; 20.500,00 ; 5.120,00 ;3;5; 0,50 ;0;4;1;6;4;80;0;Porto Alegre;Periférica;RS;2;Cardiologista; 199,00 ;2;160;Região A;Média Baixa;54
8350793;Conversão;Foco MS-1; 8.410,00 ; 3.210,00 ; 1.710,00 ; 7.910,00 ; 33.950,00 ; 12.710,00 ;1;12; 0,75 ;4;3;2;9;5;60;0;Santos;Periférica;SP;0;Cardiologista; 399,00 ;4;320;Região D;Alta;54
8350944;Entrada;Foco MS-1; 7.210,00 ; 710,00 ; 1.010,00 ; 9.310,00 ; 32.750,00 ; 14.510,00 ;8;1; 0,58 ;3;1;2;7;0;40;0;São Paulo;Central;SP;0;Cardiologista; 230,00 ;4;290;Região E;Indefinido;60
8351095;Manutenção;Foco MS-3; 630,00 ; 2.730,00 ; 30,00 ; 3.130,00 ; 21.750,00 ; 15.230,00 ;0;10; 0,50 ;1;3;1;6;3;80;0;Salvador;Central;BA;0;Cardiologista; 203,00 ;4;275;Região D;Média Baixa;46
8351246;Referência;Foco MS-2; 3.920,00 ; 720,00 ; 1.120,00 ; 10.220,00 ; 18.900,00 ; 2.920,00 ;9;10; 0,58 ;3;1;2;7;1;60;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 206,00 ;7;415;Região A;Média Baixa;53
8351397;Conversão;Foco MS-3; 1.630,00 ; 2.830,00 ; 1.930,00 ; 1.330,00 ; 15.650,00 ; 7.930,00 ;0;10; 0,67 ;2;3;3;8;2;60;0;Minas Gerais;Periférica;MG;2;Cardiologista; 317,00 ;6;400;Região E;Média;45
8351548;Entrada;Migração; 8.340,00 ; 1.540,00 ; 840,00 ; 4.740,00 ; 18.600,00 ; 3.140,00 ;4;14; 0,67 ;4;2;2;8;0;100;0;Minas Gerais;Periférica;MG;1;Cardiologista; 310,00 ;4;270;Região C;Média Alta;52
8351699;Entrada;Convencional; 2.700,00 ; 4.900,00 ; 200,00 ; 3.100,00 ; 13.600,00 ; 2.700,00 ;11;11; 0,75 ;2;5;2;9;1;60;0;Minas Gerais;Central;MG;1;Cardiologista; 234,00 ;5;370;Região A;Indefinido;48
8351850;Referência;Foco MS-1; 5.310,00 ; 5.110,00 ; 910,00 ; 13.010,00 ; 39.750,00 ; 15.410,00 ;7;1; 0,83 ;3;5;2;10;5;120;0;Minas Gerais;Periférica;MG;0;Cardiologista; 200,00 ;3;275;Região B;Média Baixa;39
8352001;Referência;Convencional; 1.700,00 ; 1.900,00 ; 300,00 ; 6.300,00 ; 16.500,00 ; 6.300,00 ;1;11; 0,42 ;1;2;1;5;3;60;0;Minas Gerais;Central;MG;0;Cardiologista; 205,00 ;3;250;Região E;Indefinido;47
8352152;Conversão;Migração; 1.240,00 ; 540,00 ; 240,00 ; 4.740,00 ; 14.700,00 ; 7.940,00 ;4;14; 0,42 ;1;1;2;5;1;60;0;Salvador;Periférica;BA;2;Cardiologista; 271,00 ;6;380;Região A;Média Baixa;52
8352303;Conversão;Convencional; 8.900,00 ; 2.500,00 ; 1.600,00 ; 14.600,00 ; 34.100,00 ; 6.500,00 ;10;1; 0,83 ;4;3;2;10;4;100;0;Porto Alegre;Central;RS;2;Cardiologista; 243,00 ;5;340;Região B;Média;50
8352454;Conversão;Foco MS-1; 5.010,00 ; 210,00 ; 310,00 ; 3.810,00 ; 18.250,00 ; 8.910,00 ;11;1; 0,25 ;2;0;1;3;0;40;0;Salvador;Periférica;BA;1;Cardiologista; 168,00 ;2;165;Região A;Média Baixa;51
8352605;Manutenção;Convencional; 900,00 ; 4.800,00 ; 1.000,00 ; 5.900,00 ; 23.600,00 ; 11.000,00 ;9;5; 0,67 ;1;5;2;8;0;100;0;Minas Gerais;Central;MG;1;Cardiologista; 270,00 ;5;375;Região D;Média Baixa;47
8352756;Referência;Convencional; 4.800,00 ; 300,00 ; 1.900,00 ; 15.100,00 ; 34.400,00 ; 12.300,00 ;5;12; 0,67 ;3;1;3;8;2;80;0;Salvador;Central;BA;2;Cardiologista; 179,00 ;5;370;Região C;Indefinido;55
8352907;Manutenção;Migração; 1.340,00 ; 3.340,00 ; 1.240,00 ; 9.540,00 ; 22.000,00 ; 6.540,00 ;7;9; 0,58 ;1;3;2;7;4;20;0;Minas Gerais;Central;MG;0;Cardiologista; 201,00 ;2;160;Região D;Indefinido;44
8353058;Manutenção;Foco MS-1; 3.510,00 ; 4.910,00 ; 1.310,00 ; 12.110,00 ; 38.750,00 ; 16.910,00 ;3;12; 0,83 ;2;5;2;10;1;120;0;São Paulo;Central;SP;0;Cardiologista; 233,00 ;6;400;Região E;Média Baixa;41
8353209;Referência;Foco MS-1; 6.910,00 ; 910,00 ; 1.510,00 ; 9.010,00 ; 32.950,00 ; 14.610,00 ;5;14; 0,75 ;4;2;2;9;5;120;0;Porto Alegre;Periférica;RS;0;Cardiologista; 192,00 ;6;410;Região E;Indefinido;51
8353360;Conversão;Migração; 8.340,00 ; 2.440,00 ; 940,00 ; 9.940,00 ; 32.600,00 ; 10.940,00 ;9;8; 0,75 ;4;2;2;9;5;120;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 361,00 ;3;275;Região E;Alta;51
8353511;Referência;Convencional; 1.300,00 ; 1.200,00 ; 1.900,00 ; 12.500,00 ; 33.500,00 ; 16.600,00 ;1;5; 0,58 ;1;2;3;7;3;20;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 279,00 ;5;385;Região B;Média;49
8353662;Manutenção;Foco MS-3; 2.730,00 ; 730,00 ; 130,00 ; 13.830,00 ; 27.650,00 ; 10.230,00 ;1;12; 0,33 ;1;1;1;4;5;120;3662,09174;Santos;Periférica;SP;0;Cardiologista; 221,00 ;2;175;Região C;Média Alta;52
8353813;Manutenção;Convencional; 6.000,00 ; 2.900,00 ; 100,00 ; -   ; 23.200,00 ; 14.200,00 ;3;11; 0,67 ;3;3;2;8;5;60;2289,314083;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 154,00 ;4;315;Região D;Indefinido;53
8353964;Manutenção;Foco MS-1; 3.410,00 ; 910,00 ; 10,00 ; 9.810,00 ; 31.950,00 ; 17.810,00 ;4;1; 0,42 ;2;1;2;5;0;120;0;Minas Gerais;Central;MG;1;Cardiologista; 252,00 ;5;325;Região D;Indefinido;53
8354115;Referência;Foco MS-2; 7.620,00 ; 2.320,00 ; 1.220,00 ; 10.220,00 ; 24.100,00 ; 2.720,00 ;10;13; 0,67 ;4;2;2;8;3;120;2580,882946;Porto Alegre;Central;RS;1;Cardiologista; 398,00 ;3;285;Região B;Alta;51
8354266;Manutenção;Foco MS-2; 920,00 ; 20,00 ; 1.820,00 ; 12.620,00 ; 32.300,00 ; 16.920,00 ;0;10; 0,33 ;1;0;2;4;3;60;0;Salvador;Central;BA;2;Cardiologista; 211,00 ;3;285;Região D;Média;44
8354417;Conversão;Migração; 3.840,00 ; 1.240,00 ; 140,00 ; 5.640,00 ; 17.300,00 ; 6.440,00 ;4;0; 0,25 ;1;1;1;3;4;40;0;Salvador;Periférica;BA;2;Cardiologista; 268,00 ;0;60;Região D;Alta;52
8354568;Referência;Convencional; 8.000,00 ; 1.000,00 ; 1.200,00 ; 9.200,00 ; 34.100,00 ; 14.700,00 ;4;7; 0,67 ;4;2;2;8;4;60;0;Minas Gerais;Periférica;MG;1;Cardiologista; 232,00 ;6;370;Região B;Média Baixa;52
8354719;Manutenção;Foco MS-2; 8.020,00 ; 1.020,00 ; 1.720,00 ; 2.320,00 ; 16.400,00 ; 3.320,00 ;11;3; 0,50 ;3;1;2;6;2;120;4530,690312;Salvador;Central;BA;0;Cardiologista; 191,00 ;0;110;Região D;Média;43
8354870;Manutenção;Foco MS-3; 230,00 ; 1.330,00 ; 430,00 ; 12.930,00 ; 28.750,00 ; 13.830,00 ;3;9; 0,17 ;0;1;1;2;0;40;0;São Paulo;Central;SP;1;Cardiologista; 251,00 ;2;230;Região E;Média;47
8355021;Entrada;Convencional; 8.400,00 ; 3.600,00 ; 2.100,00 ; 1.500,00 ; 19.300,00 ; 3.700,00 ;10;0; 1,08 ;5;4;3;13;4;100;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 277,00 ;7;450;Região D;Média;48
8355172;Referência;Foco MS-2; 7.120,00 ; 2.220,00 ; 1.720,00 ; 7.920,00 ; 24.000,00 ; 5.020,00 ;7;9; 0,92 ;4;3;3;11;3;100;0;São Paulo;Central;SP;1;Cardiologista; 449,00 ;7;480;Região C;Alta;45
8355323;Referência;Migração; 6.340,00 ; 3.440,00 ; 940,00 ; 11.640,00 ; 25.500,00 ; 3.140,00 ;11;9; 0,83 ;4;4;2;10;2;120;0;Santos;Periférica;SP;2;Cardiologista; 300,00 ;6;440;Região D;Média Alta;50
8355474;Conversão;Foco MS-1; 7.110,00 ; 3.910,00 ; 710,00 ; 9.210,00 ; 21.050,00 ; 110,00 ;2;6; 0,58 ;3;3;1;7;0;100;0;Santos;Central;SP;2;Cardiologista; 336,00 ;1;115;Região E;Alta;42
8355625;Conversão;Foco MS-1; 2.510,00 ; 310,00 ; 810,00 ; 9.010,00 ; 13.250,00 ; 610,00 ;4;11; 0,42 ;1;1;2;5;3;80;0;Santos;Periférica;SP;0;Cardiologista; 338,00 ;3;235;Região A;Alta;45
8355776;Conversão;Convencional; 2.300,00 ; 3.300,00 ; 1.200,00 ; 6.600,00 ; 25.400,00 ; 12.000,00 ;11;11; 0,58 ;2;3;2;7;0;100;0;São Paulo;Periférica;SP;1;Cardiologista; 217,00 ;4;330;Região C;Média;49
8355927;Manutenção;Migração; 1.640,00 ; 340,00 ; 1.540,00 ; 4.440,00 ; 12.700,00 ; 4.740,00 ;5;2; 0,42 ;1;1;2;5;1;20;0;Salvador;Periférica;BA;1;Cardiologista; 354,00 ;4;280;Região B;Alta;51
8356078;Manutenção;Foco MS-1; 1.110,00 ; 2.310,00 ; 1.110,00 ; 3.110,00 ; 11.950,00 ; 4.310,00 ;6;8; 0,33 ;0;2;1;4;1;60;0;São Paulo;Periférica;SP;1;Cardiologista; 208,00 ;1;140;Região D;Média;54
8356229;Entrada;Convencional; 2.600,00 ; 5.000,00 ; 500,00 ; 10.500,00 ; 31.300,00 ; 12.700,00 ;2;2; 0,67 ;1;5;2;8;3;120;4074,211413;Porto Alegre;Central;RS;0;Cardiologista; 184,00 ;3;260;Região B;Indefinido;50
8356380;Conversão;Foco MS-3; 6.530,00 ; 4.930,00 ; 530,00 ; 130,00 ; 13.450,00 ; 1.330,00 ;4;14; 0,92 ;3;5;2;11;1;20;0;Porto Alegre;Central;RS;0;Cardiologista; 160,00 ;4;285;Região A;Média Baixa;49
8356531;Manutenção;Convencional; 9.000,00 ; -   ; 100,00 ; 5.200,00 ; 16.500,00 ; 2.200,00 ;3;11; 0,75 ;5;1;2;9;1;60;0;Porto Alegre;Periférica;RS;1;Cardiologista; 461,00 ;6;450;Região D;Alta;53
8356682;Entrada;Foco MS-2; 6.320,00 ; 3.720,00 ; 1.420,00 ; 5.820,00 ; 32.400,00 ; 15.120,00 ;8;3; 0,92 ;4;4;3;11;3;60;0;Santos;Central;SP;0;Cardiologista; 221,00 ;7;450;Região D;Indefinido;40
8356833;Referência;Foco MS-1; 5.810,00 ; 5.010,00 ; 1.410,00 ; 12.910,00 ; 29.950,00 ; 4.810,00 ;10;12; 1,08 ;4;5;3;13;4;40;0;Minas Gerais;Periférica;MG;2;Cardiologista; 468,00 ;7;485;Região C;Alta;55
8356984;Conversão;Convencional; 5.300,00 ; 3.200,00 ; 100,00 ; 4.300,00 ; 26.500,00 ; 13.600,00 ;9;14; 0,50 ;2;3;1;6;0;100;0;Minas Gerais;Central;MG;0;Cardiologista; 175,00 ;2;200;Região D;Média;44
8357135;Referência;Foco MS-3; 10.230,00 ; 4.930,00 ; 1.730,00 ; 4.130,00 ; 28.050,00 ; 7.030,00 ;6;14; 1,08 ;5;5;2;13;4;20;0;Minas Gerais;Central;MG;0;Cardiologista; 340,00 ;4;305;Região C;Alta;54
8357286;Entrada;Foco MS-2; 8.420,00 ; 1.220,00 ; 520,00 ; 4.320,00 ; 15.000,00 ; 520,00 ;0;0; 0,50 ;4;1;1;6;3;20;0;Minas Gerais;Central;MG;0;Cardiologista; 149,00 ;3;220;Região A;Indefinido;48
8357437;Entrada;Foco MS-3; 9.630,00 ; 3.030,00 ; 1.230,00 ; 5.530,00 ; 31.150,00 ; 11.730,00 ;8;6; 0,75 ;4;3;2;9;3;40;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 138,00 ;1;165;Região C;Média Baixa;48
8357588;Referência;Foco MS-1; 6.910,00 ; 2.910,00 ; 910,00 ; 8.610,00 ; 22.250,00 ; 2.910,00 ;10;8; 0,75 ;3;3;2;9;3;40;0;Minas Gerais;Central;MG;0;Cardiologista; 175,00 ;2;230;Região A;Média Baixa;53
8357739;Manutenção;Convencional; 2.500,00 ; 900,00 ; 1.400,00 ; 6.600,00 ; 20.400,00 ; 9.000,00 ;0;14; 0,67 ;2;2;3;8;0;20;0;Salvador;Central;BA;2;Cardiologista; 274,00 ;7;495;Região B;Média Alta;50
8357890;Referência;Foco MS-2; 9.520,00 ; 1.520,00 ; 1.820,00 ; 8.220,00 ; 35.800,00 ; 14.720,00 ;0;10; 0,67 ;4;1;2;8;2;120;1902,367084;São Paulo;Periférica;SP;0;Cardiologista; 128,00 ;0;120;Região C;Média Baixa;47
8358041;Referência;Foco MS-1; 4.110,00 ; 1.110,00 ; 610,00 ; 14.410,00 ; 36.750,00 ; 16.510,00 ;8;9; 0,33 ;1;1;1;4;5;60;0;Minas Gerais;Periférica;MG;2;Cardiologista; 221,00 ;0;60;Região B;Média;54
8358192;Conversão;Migração; 6.240,00 ; 440,00 ; 1.740,00 ; 11.440,00 ; 37.300,00 ; 17.440,00 ;2;11; 0,33 ;2;0;2;4;4;120;0;Santos;Central;SP;2;Cardiologista; 190,00 ;1;115;Região A;Indefinido;51
8358343;Entrada;Foco MS-1; 9.010,00 ; 3.310,00 ; 1.610,00 ; 1.410,00 ; 23.150,00 ; 7.810,00 ;0;1; 0,58 ;3;2;1;7;1;60;3992,93817;Salvador;Central;BA;1;Cardiologista; 180,00 ;0;50;Região B;Indefinido;50
8358494;Manutenção;Foco MS-3; 1.330,00 ; 3.230,00 ; 30,00 ; 12.530,00 ; 21.750,00 ; 4.630,00 ;2;2; 0,50 ;1;3;2;6;2;80;0;Porto Alegre;Central;RS;1;Cardiologista; 250,00 ;6;360;Região D;Indefinido;45
8358645;Conversão;Foco MS-1; 8.210,00 ; 1.410,00 ; 1.710,00 ; 5.510,00 ; 19.450,00 ; 2.610,00 ;4;2; 0,83 ;4;2;3;10;4;100;3401,169843;Porto Alegre;Central;RS;0;Cardiologista; 319,00 ;7;455;Região A;Média;45
8358796;Manutenção;Foco MS-3; 6.130,00 ; 3.230,00 ; 230,00 ; 2.730,00 ; 28.450,00 ; 16.130,00 ;9;12; 0,58 ;2;3;1;7;5;120;0;São Paulo;Central;SP;2;Cardiologista; 185,00 ;1;120;Região D;Indefinido;53
8358947;Referência;Foco MS-2; 320,00 ; 1.720,00 ; 520,00 ; 7.220,00 ; 24.600,00 ; 14.820,00 ;2;13; 0,25 ;0;1;1;3;5;100;0;São Paulo;Periférica;SP;2;Cardiologista; 375,00 ;2;140;Região A;Alta;46
8359098;Manutenção;Foco MS-2; 1.420,00 ; 4.420,00 ; 1.720,00 ; 11.920,00 ; 23.300,00 ; 3.820,00 ;1;1; 0,75 ;1;4;3;9;1;80;0;Salvador;Periférica;BA;2;Cardiologista; 296,00 ;6;385;Região E;Média Alta;47
8359249;Manutenção;Convencional; 400,00 ; 1.000,00 ; 1.300,00 ; 4.600,00 ; 13.100,00 ; 5.800,00 ;8;0; 0,42 ;1;1;2;5;3;80;0;Santos;Central;SP;0;Cardiologista; 165,00 ;3;265;Região A;Média Baixa;46
8359400;Conversão;Foco MS-1; 6.910,00 ; 2.810,00 ; 1.010,00 ; 5.410,00 ; 29.250,00 ; 13.110,00 ;9;11; 0,67 ;3;3;2;8;3;20;0;Minas Gerais;Central;MG;2;Cardiologista; 381,00 ;3;260;Região B;Alta;47
8359551;Conversão;Foco MS-1; 2.610,00 ; 2.310,00 ; 110,00 ; 10.510,00 ; 30.250,00 ; 14.710,00 ;2;13; 0,33 ;1;2;1;4;3;20;0;Porto Alegre;Central;RS;1;Cardiologista; 195,00 ;1;115;Região B;Média;47
8359702;Referência;Migração; 7.940,00 ; 2.140,00 ; 740,00 ; 10.040,00 ; 38.700,00 ; 17.840,00 ;5;4; 0,67 ;4;2;2;8;4;80;0;Porto Alegre;Periférica;RS;0;Cardiologista; 221,00 ;2;210;Região C;Média Baixa;45
8359853;Referência;Foco MS-1; 2.810,00 ; 3.110,00 ; 910,00 ; 4.610,00 ; 15.650,00 ; 4.210,00 ;8;3; 0,42 ;1;3;1;5;0;80;3863,363503;Salvador;Periférica;BA;1;Cardiologista; 195,00 ;1;150;Região D;Média Alta;45
8360004;Manutenção;Convencional; 300,00 ; 900,00 ; 100,00 ; 7.900,00 ; 25.400,00 ; 16.200,00 ;10;3; 0,17 ;0;1;1;2;3;40;0;Santos;Central;SP;2;Cardiologista; 380,00 ;2;180;Região D;Alta;47
8360155;Manutenção;Migração; 1.140,00 ; 3.540,00 ; 540,00 ; 5.940,00 ; 19.200,00 ; 8.040,00 ;2;9; 0,58 ;1;4;2;7;0;60;0;Minas Gerais;Periférica;MG;1;Cardiologista; 263,00 ;5;375;Região D;Média Baixa;50
8360306;Entrada;Migração; 7.740,00 ; 3.940,00 ; 1.440,00 ; 3.540,00 ; 22.300,00 ; 5.640,00 ;6;3; 0,67 ;3;3;2;8;0;120;0;Santos;Central;SP;2;Cardiologista; 152,00 ;1;125;Região E;Média Baixa;52
8360457;Manutenção;Migração; 40,00 ; 1.140,00 ; 840,00 ; 6.540,00 ; 24.800,00 ; 16.240,00 ;10;5; 0,42 ;1;2;2;5;0;40;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 292,00 ;7;470;Região A;Média;55
8360608;Conversão;Foco MS-3; 2.530,00 ; 2.030,00 ; 1.430,00 ; 12.930,00 ; 20.950,00 ; 2.030,00 ;9;4; 0,42 ;1;2;2;5;4;20;0;Minas Gerais;Periférica;MG;0;Cardiologista; 155,00 ;2;140;Região B;Indefinido;50
8360759;Entrada;Convencional; 7.800,00 ; 3.900,00 ; 1.300,00 ; 13.800,00 ; 35.700,00 ; 8.900,00 ;4;6; 0,58 ;3;3;1;7;1;80;3336,138986;Porto Alegre;Periférica;RS;1;Cardiologista; 180,00 ;0;100;Região C;Média;53
8360910;Manutenção;Convencional; 800,00 ; 700,00 ; 1.200,00 ; 14.000,00 ; 21.700,00 ; 5.000,00 ;1;8; 0,25 ;0;1;2;3;2;20;0;Salvador;Central;BA;2;Cardiologista; 219,00 ;2;150;Região E;Média Baixa;53
8361061;Manutenção;Convencional; 7.400,00 ; 4.700,00 ; 300,00 ; 7.200,00 ; 22.500,00 ; 2.900,00 ;3;0; 0,75 ;3;4;1;9;5;20;0;Porto Alegre;Periférica;RS;0;Cardiologista; 159,00 ;1;140;Região B;Média Baixa;46
8361212;Manutenção;Foco MS-3; 2.930,00 ; 930,00 ; 730,00 ; 4.030,00 ; 25.150,00 ; 16.530,00 ;6;8; 0,58 ;2;2;2;7;4;20;0;São Paulo;Periférica;SP;1;Cardiologista; 267,00 ;6;425;Região B;Média Alta;50
8361363;Manutenção;Convencional; 3.400,00 ; 200,00 ; 1.500,00 ; 12.000,00 ; 18.700,00 ; 1.600,00 ;4;5; 0,33 ;2;0;2;4;3;120;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 282,00 ;3;245;Região D;Média;63
8361514;Manutenção;Foco MS-2; 3.320,00 ; 4.320,00 ; 220,00 ; 6.420,00 ; 25.900,00 ; 11.620,00 ;7;7; 0,42 ;1;3;1;5;5;80;0;Porto Alegre;Periférica;RS;1;Cardiologista; 179,00 ;0;65;Região A;Média Baixa;46
